num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,booking_destination,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,origin,destination,country_route
2,Internet,RoundTrip,106,5,16,Wed,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
5,Internet,RoundTrip,176,5,14,Mon,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
5,Internet,RoundTrip,84,5,13,Sat,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,61,5,2,Sat,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,20,5,13,Fri,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,52,5,15,Mon,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
4,Internet,RoundTrip,138,5,14,Thu,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
3,Internet,RoundTrip,87,5,10,Mon,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,26,5,18,Sat,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
4,Internet,RoundTrip,108,5,6,Wed,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,55,5,18,Wed,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,23,5,15,Fri,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,96,5,5,Fri,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,9,5,8,Sun,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,20,5,4,Wed,PENTPE,Malaysia,Taiwan,0,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,374,5,8,Mon,PENTPE,Malaysia,Taiwan,0,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Mobile,RoundTrip,23,5,7,Wed,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,1,5,7,Sun,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,338,5,14,Sun,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,20,5,10,Sun,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
5,Mobile,RoundTrip,109,5,11,Sun,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,47,5,15,Wed,PENTPE,Malaysia,Taiwan,0,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,19,5,8,Thu,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,44,5,14,Fri,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,6,5,13,Sat,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,159,5,7,Sun,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,108,5,9,Wed,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,3,5,6,Thu,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,52,5,17,Mon,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,44,5,7,Mon,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,7,5,9,Wed,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
4,Internet,RoundTrip,28,5,10,Sun,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Mobile,RoundTrip,23,5,8,Wed,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,191,5,15,Fri,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,50,5,14,Mon,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,216,5,2,Fri,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,26,5,10,Tue,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,33,5,4,Fri,PENXIY,Malaysia,China,1,0,1,5.0,1,PEN,XIY,Malaysia to China
1,Internet,RoundTrip,60,5,5,Thu,PENXIY,Malaysia,China,0,0,0,5.0,1,PEN,XIY,Malaysia to China
1,Internet,RoundTrip,60,5,5,Thu,PENXIY,Malaysia,China,0,0,0,5.0,1,PEN,XIY,Malaysia to China
4,Internet,RoundTrip,38,5,8,Sun,PENXIY,Malaysia,China,1,1,1,5.0,1,PEN,XIY,Malaysia to China
1,Internet,RoundTrip,36,5,11,Wed,PERPNH,Australia,Cambodia,1,0,0,5.62,1,PER,PNH,Australia to Cambodia
1,Internet,RoundTrip,8,5,13,Sat,PERPVG,Australia,China,0,0,0,5.62,1,PER,PVG,Australia to China
1,Internet,RoundTrip,5,5,9,Mon,PERSBW,Australia,Malaysia,1,1,1,5.62,1,PER,SBW,Australia to Malaysia
1,Internet,RoundTrip,78,5,4,Sun,PERSBW,Australia,Malaysia,1,0,0,5.62,1,PER,SBW,Australia to Malaysia
2,Internet,RoundTrip,50,5,13,Wed,PERSBW,Australia,Malaysia,1,1,0,5.62,1,PER,SBW,Australia to Malaysia
1,Mobile,RoundTrip,44,5,14,Tue,PERSBW,Australia,Malaysia,1,1,1,5.62,1,PER,SBW,Australia to Malaysia
1,Internet,RoundTrip,135,5,9,Sat,PERSBW,Australia,Malaysia,1,0,0,5.62,1,PER,SBW,Australia to Malaysia
1,Internet,RoundTrip,14,5,12,Thu,PERSBW,Australia,Malaysia,0,0,0,5.62,1,PER,SBW,Australia to Malaysia
1,Internet,RoundTrip,21,5,14,Wed,PERSGN,Australia,Vietnam,0,1,0,5.62,1,PER,SGN,Australia to Vietnam
1,Internet,RoundTrip,17,5,5,Sat,PERSGN,Australia,Vietnam,0,0,0,5.62,1,PER,SGN,Australia to Vietnam
2,Internet,RoundTrip,12,5,12,Mon,PERSGN,Australia,Vietnam,1,0,1,5.62,1,PER,SGN,Australia to Vietnam
2,Internet,RoundTrip,11,5,3,Fri,PERSGN,Australia,Vietnam,1,0,1,5.62,1,PER,SGN,Australia to Vietnam
4,Internet,RoundTrip,12,5,2,Tue,PERSZX,Australia,China,1,0,1,5.62,1,PER,SZX,Australia to China
1,Internet,RoundTrip,58,5,12,Mon,PERSZX,Australia,China,1,1,1,5.62,1,PER,SZX,Australia to China
1,Mobile,RoundTrip,36,5,12,Mon,PERTGG,Australia,Malaysia,0,0,1,5.62,1,PER,TGG,Australia to Malaysia
1,Internet,RoundTrip,179,5,11,Mon,PERTGG,Australia,Malaysia,0,0,1,5.62,1,PER,TGG,Australia to Malaysia
1,Internet,RoundTrip,6,5,10,Sun,PERTPE,Australia,Taiwan,1,0,0,5.62,1,PER,TPE,Australia to Taiwan
3,Internet,RoundTrip,78,5,13,Wed,PERTWU,Australia,Malaysia,1,1,0,5.62,1,PER,TWU,Australia to Malaysia
1,Internet,RoundTrip,68,5,13,Sat,PERTWU,Australia,Malaysia,1,1,0,5.62,1,PER,TWU,Australia to Malaysia
1,Internet,RoundTrip,6,5,12,Mon,PNHSYD,Cambodia,Australia,0,0,1,8.58,1,PNH,SYD,Cambodia to Australia
1,Mobile,RoundTrip,83,5,12,Sun,PNHSYD,Cambodia,Australia,0,0,1,8.58,1,PNH,SYD,Cambodia to Australia
3,Internet,RoundTrip,104,5,2,Wed,PUSSIN,South Korea,Singapore,1,1,1,6.33,1,PUS,SIN,South Korea to Singapore
2,Internet,RoundTrip,81,5,4,Fri,PUSSIN,South Korea,Singapore,1,1,1,6.33,1,PUS,SIN,South Korea to Singapore
1,Internet,RoundTrip,5,5,9,Wed,PVGSIN,China,Singapore,1,1,0,5.33,1,PVG,SIN,China to Singapore
1,Internet,RoundTrip,1,5,3,Fri,PVGSIN,China,Singapore,1,1,1,5.33,1,PVG,SIN,China to Singapore
3,Internet,RoundTrip,336,5,3,Thu,PVGSIN,China,Singapore,0,0,0,5.33,1,PVG,SIN,China to Singapore
2,Internet,RoundTrip,20,5,7,Wed,PVGSIN,China,Singapore,0,0,0,5.33,1,PVG,SIN,China to Singapore
3,Internet,RoundTrip,130,5,11,Wed,PVGSIN,China,Singapore,1,1,1,5.33,1,PVG,SIN,China to Singapore
2,Mobile,RoundTrip,185,5,13,Mon,PVGSIN,China,Singapore,1,0,0,5.33,1,PVG,SIN,China to Singapore
1,Internet,RoundTrip,72,5,6,Fri,PVGSIN,China,Singapore,0,1,1,5.33,1,PVG,SIN,China to Singapore
1,Internet,RoundTrip,1,5,15,Sun,PVGSUB,China,Indonesia,0,0,1,5.33,1,PVG,SUB,China to Indonesia
1,Internet,RoundTrip,19,5,4,Wed,PVGSUB,China,Indonesia,1,0,0,5.33,1,PVG,SUB,China to Indonesia
2,Mobile,RoundTrip,289,5,13,Tue,PVGTWU,China,Malaysia,1,1,1,5.33,1,PVG,TWU,China to Malaysia
1,Internet,RoundTrip,233,5,8,Mon,PVGTWU,China,Malaysia,1,1,0,5.33,1,PVG,TWU,China to Malaysia
2,Internet,RoundTrip,69,5,7,Sat,PVGTWU,China,Malaysia,1,1,0,5.33,1,PVG,TWU,China to Malaysia
1,Internet,RoundTrip,147,5,2,Thu,PVGTWU,China,Malaysia,1,1,0,5.33,1,PVG,TWU,China to Malaysia
1,Internet,RoundTrip,11,5,6,Mon,RGNSYD,Burma,Australia,1,0,1,8.58,1,RGN,SYD,Burma to Australia
1,Internet,RoundTrip,44,5,14,Tue,SBWTPE,Malaysia,Taiwan,1,1,0,4.67,1,SBW,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,109,5,7,Sat,SBWTPE,Malaysia,Taiwan,1,1,0,4.67,1,SBW,TPE,Malaysia to Taiwan
3,Internet,RoundTrip,95,5,6,Fri,SBWTPE,Malaysia,Taiwan,0,0,0,4.67,1,SBW,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,30,5,7,Wed,SBWTPE,Malaysia,Taiwan,1,0,0,4.67,1,SBW,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,21,5,11,Wed,SBWWUH,Malaysia,China,1,0,1,5.13,1,SBW,WUH,Malaysia to China
3,Internet,RoundTrip,53,5,4,Mon,SGNSYD,Vietnam,Australia,0,1,1,8.58,1,SGN,SYD,Vietnam to Australia
2,Internet,RoundTrip,31,5,11,Tue,SGNSYD,Vietnam,Australia,1,1,0,8.58,1,SGN,SYD,Vietnam to Australia
1,Internet,RoundTrip,142,5,13,Sat,SINSYD,Singapore,Australia,0,0,0,8.58,1,SIN,SYD,Singapore to Australia
1,Internet,RoundTrip,54,5,15,Mon,SINSYD,Singapore,Australia,1,0,0,8.58,1,SIN,SYD,Singapore to Australia
1,Internet,RoundTrip,54,5,14,Mon,SINSYD,Singapore,Australia,1,0,0,8.58,1,SIN,SYD,Singapore to Australia
2,Internet,RoundTrip,61,5,16,Fri,SINTPE,Singapore,Taiwan,1,1,1,4.67,1,SIN,TPE,Singapore to Taiwan
1,Internet,RoundTrip,78,5,18,Sat,SINWUH,Singapore,China,0,1,0,5.13,1,SIN,WUH,Singapore to China
2,Internet,RoundTrip,20,5,5,Tue,SINWUH,Singapore,China,1,0,0,5.13,1,SIN,WUH,Singapore to China
1,Internet,RoundTrip,23,5,16,Wed,SINXIY,Singapore,China,0,0,0,5.0,1,SIN,XIY,Singapore to China
1,Internet,RoundTrip,47,5,1,Sat,SUBTPE,Indonesia,Taiwan,1,0,1,4.67,1,SUB,TPE,Indonesia to Taiwan
3,Internet,RoundTrip,80,5,23,Fri,SUBXIY,Indonesia,China,0,0,1,5.0,1,SUB,XIY,Indonesia to China
1,Internet,RoundTrip,208,5,18,Sun,TGGTPE,Malaysia,Taiwan,1,1,0,4.67,1,TGG,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,214,5,5,Sat,TGGTPE,Malaysia,Taiwan,1,0,0,4.67,1,TGG,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,191,5,17,Mon,TGGTPE,Malaysia,Taiwan,1,1,1,4.67,1,TGG,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,174,5,16,Thu,TGGTPE,Malaysia,Taiwan,0,0,0,4.67,1,TGG,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,13,5,6,Thu,TGGTPE,Malaysia,Taiwan,0,0,0,4.67,1,TGG,TPE,Malaysia to Taiwan
3,Internet,RoundTrip,8,5,9,Tue,TGGTPE,Malaysia,Taiwan,1,0,1,4.67,1,TGG,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,56,5,12,Wed,TGGTPE,Malaysia,Taiwan,1,0,1,4.67,1,TGG,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,11,5,7,Sat,TGGTPE,Malaysia,Taiwan,0,1,1,4.67,1,TGG,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,212,5,13,Mon,TGGTPE,Malaysia,Taiwan,1,1,0,4.67,1,TGG,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,17,5,10,Wed,TWUWUH,Malaysia,China,1,0,0,5.13,1,TWU,WUH,Malaysia to China
2,Internet,RoundTrip,33,5,2,Sun,TWUXIY,Malaysia,China,1,1,1,5.0,1,TWU,XIY,Malaysia to China
2,Internet,RoundTrip,135,6,10,Mon,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,239,6,9,Fri,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,19,6,12,Fri,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,41,6,15,Mon,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,221,6,0,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,3,6,0,Thu,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,235,6,6,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,350,6,11,Tue,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,13,6,16,Tue,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
5,Internet,RoundTrip,126,6,16,Fri,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,184,6,7,Mon,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
7,Internet,RoundTrip,119,6,1,Tue,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,225,6,17,Sun,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,14,6,13,Tue,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,47,6,13,Sat,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,120,6,15,Sat,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,86,6,13,Tue,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,32,6,12,Mon,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
4,Internet,RoundTrip,15,6,1,Tue,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
4,Internet,RoundTrip,221,6,15,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,197,6,14,Wed,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,78,6,6,Sat,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,62,6,3,Thu,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,61,6,4,Sat,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,201,6,9,Sat,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,268,6,14,Sat,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,164,6,9,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,207,6,8,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,343,6,11,Thu,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
4,Internet,RoundTrip,151,6,5,Sun,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,51,6,7,Tue,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,60,6,2,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Mobile,RoundTrip,437,6,0,Sun,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
5,Internet,RoundTrip,143,6,10,Sun,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,153,6,15,Mon,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,11,6,6,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,102,6,0,Mon,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,200,6,17,Tue,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Mobile,RoundTrip,140,6,9,Sun,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,151,6,5,Tue,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,132,6,13,Thu,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,59,6,14,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,288,6,11,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,233,6,6,Mon,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,1,6,11,Tue,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,442,6,5,Tue,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,160,6,13,Mon,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,81,6,13,Mon,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,135,6,4,Thu,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,128,6,15,Sun,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,301,6,3,Wed,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,1,6,3,Mon,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,56,6,10,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,169,6,1,Tue,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,371,6,8,Sat,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Mobile,RoundTrip,371,6,0,Tue,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,217,6,16,Tue,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,150,6,0,Sat,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,185,6,1,Sun,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,1,6,14,Sat,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,261,6,10,Sat,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,12,6,9,Fri,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,108,6,13,Fri,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Mobile,RoundTrip,41,6,8,Fri,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,97,6,6,Sat,AKLKUL,New Zealand,Malaysia,0,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Mobile,RoundTrip,16,6,13,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,81,6,6,Fri,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,198,6,17,Tue,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,114,6,10,Mon,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,70,6,12,Mon,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,97,6,11,Tue,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,16,6,12,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,143,6,0,Thu,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
4,Internet,RoundTrip,237,6,15,Fri,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,346,6,10,Mon,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,182,6,0,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,146,6,4,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
5,Internet,RoundTrip,105,6,17,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,9,6,12,Wed,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,20,6,15,Thu,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,29,6,3,Wed,AKLKUL,New Zealand,Malaysia,0,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,20,6,16,Mon,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,8,6,15,Tue,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,48,6,13,Sun,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,10,6,2,Mon,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,224,6,6,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,112,6,12,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,83,6,23,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
